RDR_Obj_05_Obj_Obj_ID,RDR_Obj_05,0x355,38,6,Intel,1,0,0,63,,Tx message:,,,Radar,MPC2,,
RDR_Obj_05_MsgCnt,RDR_Obj_05,0x355,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
RDR_Obj_05_dy_v,RDR_Obj_05,0x355,28,10,Intel,0.0625,-32,-32,31.9375,Unit_Meter,Tx message:,,,Radar,MPC2,,
RDR_Obj_05_dx_v,RDR_Obj_05,0x355,16,12,Intel,0.0625,0,0,255.9375,Unit_Meter,Tx message:,,,Radar,MPC2,,
RDR_Obj_05_ChkSum,RDR_Obj_05,0x355,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
RDR_Obj_05_BlockCnt,RDR_Obj_05,0x355,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
ImgTimeDelay,Dev_Video_SyncVisor_TX,0x87FE7A00,32,32,Intel,0.1,0,0,429496729.5,ms,Rx message:,,,MPC2,Vector__XXX,,
ImgFrameCounter,Dev_Video_SyncVisor_TX,0x87FE7A00,0,32,Intel,1,0,0,4294967295,,Rx message:,,,MPC2,Radar,,
BV_Tramo_Yaw,BV_TRAMO_01,0x9BFE7A1A,18,14,Intel,0.00002,0,-0.16384,0.16382,Unit_Radia,Rx message:,,,MPC2,Vector__XXX,,8190:Init|8191:Error
BV_Tramo_Roll,BV_TRAMO_01,0x9BFE7A1A,32,14,Intel,0.00002,0,-0.16384,0.16382,Unit_Radia,Rx message:,,,MPC2,Vector__XXX,,8190:Init|8191:Error
BV_Tramo_Pitch,BV_TRAMO_01,0x9BFE7A1A,4,14,Intel,0.00002,0,-0.16384,0.16384,Unit_Radia,Rx message:,,,MPC2,Vector__XXX,,8190:Init|8191:Error
BV_Tramo_Counter,BV_TRAMO_01,0x9BFE7A1A,48,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Vector__XXX,,
BV_Tramo_Blockzaehler,BV_TRAMO_01,0x9BFE7A1A,0,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Vector__XXX,,
BV_Sumo_ver_Kruemm_Aend,BV_SUMO_01,0x9BFE7A1B,37,26,Intel,0.00000001,0,-0.33554432,0.33554431,Unit_per_square_meter,Rx message:,,,MPC2,Vector__XXX,,
BV_Sumo_ver_Kruemm,BV_SUMO_01,0x9BFE7A1B,11,26,Intel,0.00000001,0,-0.33554432,0.33554431,Unit_per_meter,Rx message:,,,MPC2,Vector__XXX,,
BV_Sumo_Vorausschau,BV_SUMO_01,0x9BFE7A1B,4,7,Intel,1,0,0,127,Unit_meter,Rx message:,,,MPC2,Vector__XXX,,
BV_Sumo_Blockzaehler,BV_SUMO_01,0x9BFE7A1B,0,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Vector__XXX,,
XCP_Kamera_DTO_01_Data,XCP_Kamera_DTO_01,0x9BFE7E00,0,64,Intel,1,0,0,18446744073710000000,,Rx message:,,,MPC2,Vector__XXX,,
XCP_Kamera_CRO_01_Data,XCP_Kamera_CRO_01,0x9BFE7E01,0,64,Intel,1,0,0,18446744073710000000,,Tx message:,,,Vector__XXX,MPC2,,
VID_Stat2_MsgCnt,VID_Status2,0x302,8,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Stat2_ChkSum,VID_Status2,0x302,0,8,Intel,1,0,0,255,,Rx message:,,,MPC2,Radar,,
VID_Stat2_Camera_State,VID_Status2,0x302,12,3,Intel,1,0,0,7,,Rx message:,,,MPC2,Radar,,0:Camera_Normal|1:Camera_Init|2:Camera_Shut_down|3:Camera_Error
NumVehEgoLane,RDR1_Header,0x100,34,2,Intel,1,0,0,3,,Tx message:,,,Radar,MPC2,,
RDR1HeaderBlockCtr,RDR1_Header,0x100,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
RDR1HeaderCRC,RDR1_Header,0x100,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
RDR1MsgCtr,RDR1_Header,0x100,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
RDR1ObjectDataAge,RDR1_Header,0x100,22,10,Intel,0.0009765625,0,0,0.998046875,Seconds,Tx message:,,,Radar,MPC2,,1023:Daten_aelter_als_Maximum
StatusACC,RDR1_Header,0x100,36,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,9:Permanent Failure|8:Temporary Failure|7:Stand Wait|6:Stand Active|5:Override|4:Brake_Only Mode|3:ACTIVE CONTROL MODE|2:STANDBY MODE|1:PASSIVE MODE|0:OFF MODE
TjaFID,RDR1_Header,0x100,33,1,Intel,1,0,0,1,,Tx message:,,,Radar,MPC2,,1:TJA related errors detected. TJA feature needs to go to error state.|0:no TJA related errors detected
FRS_ALOD_ControlType,RDR1_Header,0x100,45,3,Intel,1,0,0,7,,Tx message:,,,Radar,MPC2,,7:Reserved|6:Reserved|5:Reserved|4:Reserved|3:ICC|2:ACC|1:CC(Reserved)|0:None
CrDrLeInnrAblockCtr,Corridor_Le_Inner_A,0x101,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrLeInnrACRC,Corridor_Le_Inner_A,0x101,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
CrDrLeInnrAMsgCtr,Corridor_Le_Inner_A,0x101,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrLeInnrCurvature,Corridor_Le_Inner_A,0x101,20,12,Intel,1,-2047,-2047,2048,per_meter,Tx message:,,,Radar,MPC2,,
CrDrLeInnrCurvChange,Corridor_Le_Inner_A,0x101,36,12,Intel,1,-2047,-2047,2048,per_square_meter,Tx message:,,,Radar,MPC2,,
CrDrLeInnrdxEnd,Corridor_Le_Inner_A,0x101,55,9,Intel,0.25,0,0,127.75,Unit_Meter,Tx message:,,,Radar,MPC2,,
CrDrLeInnr_existence_prob,Corridor_Le_Inner_B,0x102,58,6,Intel,0.015625,0,0,0.984375,,Tx message:,,,Radar,MPC2,,
CrDrLeInnrBblockCtr,Corridor_Le_Inner_B,0x102,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrLeInnrBCRC,Corridor_Le_Inner_B,0x102,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
CrDrLeInnrBMsgCtr,Corridor_Le_Inner_B,0x102,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrLeInnrdy,Corridor_Le_Inner_B,0x102,28,12,Intel,0.00390625,-8,-8,7.99609375,Unit_Meter,Tx message:,,,Radar,MPC2,,
CrDrLeInnrYawAngleDiff,Corridor_Le_Inner_B,0x102,44,12,Intel,0.00048828125,-1,-1,0.99951171875,Radians,Tx message:,,,Radar,MPC2,,
CrDrLeOutrAblockCtr,Corridor_Le_Outer_A,0x103,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrLeOutrACRC,Corridor_Le_Outer_A,0x103,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
CrDrLeOutrAMsgCtr,Corridor_Le_Outer_A,0x103,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrLeOutrCurvature,Corridor_Le_Outer_A,0x103,20,12,Intel,1,-2047,-2047,2048,per_meter,Tx message:,,,Radar,MPC2,,
CrDrLeOutrCurvChange,Corridor_Le_Outer_A,0x103,36,12,Intel,1,-2047,-2047,2048,per_square_meter,Tx message:,,,Radar,MPC2,,
CrDrLeOutrdxEnd,Corridor_Le_Outer_A,0x103,55,9,Intel,0.25,0,0,127.75,Unit_Meter,Tx message:,,,Radar,MPC2,,
CrDrLeOutr_existence_prob,Corridor_Le_Outer_B,0x104,58,6,Intel,0.015625,0,0,0.984375,,Tx message:,,,Radar,MPC2,,
CrDrLeOutrBblockCtr,Corridor_Le_Outer_B,0x104,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrLeOutrBCRC,Corridor_Le_Outer_B,0x104,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
CrDrLeOutrBMsgCtr,Corridor_Le_Outer_B,0x104,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrLeOutrYawAngleDiff,Corridor_Le_Outer_B,0x104,44,12,Intel,0.00048828125,-1,-1,0.99951171875,Radians,Tx message:,,,Radar,MPC2,,
CrDrRiInnrAblockCtr,Corridor_Ri_Inner_A,0x105,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrRiInnrACRC,Corridor_Ri_Inner_A,0x105,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
CrDrRiInnrAMsgCtr,Corridor_Ri_Inner_A,0x105,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrRiInnrCurvature,Corridor_Ri_Inner_A,0x105,20,12,Intel,1,-2047,-2047,2048,per_meter,Tx message:,,,Radar,MPC2,,
CrDrRiInnrCurvChange,Corridor_Ri_Inner_A,0x105,36,12,Intel,1,-2047,-2047,2048,per_square_meter,Tx message:,,,Radar,MPC2,,
CrDrRiInnrdxEnd,Corridor_Ri_Inner_A,0x105,55,9,Intel,0.25,0,0,127.75,Unit_Meter,Tx message:,,,Radar,MPC2,,
CrDrRiInnr_existence_prob,Corridor_Ri_Inner_B,0x106,58,6,Intel,0.015625,0,0,0.984375,,Tx message:,,,Radar,MPC2,,
CrDrRiInnrBblockCtr,Corridor_Ri_Inner_B,0x106,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrRiInnrBCRC,Corridor_Ri_Inner_B,0x106,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
CrDrRiInnrBMsgCtr,Corridor_Ri_Inner_B,0x106,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrRiInnrdy,Corridor_Ri_Inner_B,0x106,28,12,Intel,0.00390625,-8,-8,7.99609375,Unit_Meter,Tx message:,,,Radar,MPC2,,
CrDrRiInnrYawAngleDiff,Corridor_Ri_Inner_B,0x106,44,12,Intel,0.00048828125,-1,-1,0.99951171875,Radians,Tx message:,,,Radar,MPC2,,
CrDrRiOutrAblockCtr,Corridor_Ri_Outer_A,0x107,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrRiOutrACRC,Corridor_Ri_Outer_A,0x107,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
CrDrRiOutrAMsgCtr,Corridor_Ri_Outer_A,0x107,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrRiOutrCurvature,Corridor_Ri_Outer_A,0x107,20,12,Intel,1,-2047,-2047,2048,per_meter,Tx message:,,,Radar,MPC2,,
CrDrRiOutrCurvChange,Corridor_Ri_Outer_A,0x107,36,12,Intel,1,-2047,-2047,2048,per_square_meter,Tx message:,,,Radar,MPC2,,
CrDrRiOutrdxEnd,Corridor_Ri_Outer_A,0x107,55,9,Intel,0.25,0,0,127.75,Unit_Meter,Tx message:,,,Radar,MPC2,,
CrDrRiOutr_existence_prob,Corridor_Ri_Outer_B,0x108,58,6,Intel,0.015625,0,0,0.984375,,Tx message:,,,Radar,MPC2,,
CrDrRiOutrBblockCtr,Corridor_Ri_Outer_B,0x108,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrRiOutrBCRC,Corridor_Ri_Outer_B,0x108,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
CrDrRiOutrBMsgCtr,Corridor_Ri_Outer_B,0x108,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
CrDrRiOutrdy,Corridor_Ri_Outer_B,0x108,28,12,Intel,0.00390625,-8,-8,7.99609375,Unit_Meter,Tx message:,,,Radar,MPC2,,
CrDrRiOutrYawAngleDiff,Corridor_Ri_Outer_B,0x108,44,12,Intel,0.00048828125,-1,-1,0.99951171875,Radians,Tx message:,,,Radar,MPC2,,
TargetTrajAblockCtr,TargetTraj_A,0x109,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
TargetTrajACRC,TargetTraj_A,0x109,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
TargetTrajAMsgCtr,TargetTraj_A,0x109,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
TargetTrajCurvChange,TargetTraj_A,0x109,36,12,Intel,1,-2047,-2047,2048,,Tx message:,,,Radar,MPC2,,
TargetTrajCurv,TargetTraj_A,0x109,20,12,Intel,1,-2047,-2047,2048,,Tx message:,,,Radar,MPC2,,
TargetTrajDxEnd,TargetTraj_A,0x109,55,9,Intel,0.25,0,0,127.75,Unit_Meter,Tx message:,,,Radar,MPC2,,
TargetTrajBblockCtr,TargetTraj_B,0x10A,12,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
TargetTrajBCRC,TargetTraj_B,0x10A,0,8,Intel,1,0,0,255,,Tx message:,,,Radar,MPC2,,
TargetTrajBMsgCtr,TargetTraj_B,0x10A,8,4,Intel,1,0,0,15,,Tx message:,,,Radar,MPC2,,
TargetTrajDy,TargetTraj_B,0x10A,52,12,Intel,0.00390625,-8,-8,7.99609375,Unit_Meter,Tx message:,,,Radar,MPC2,,
TargetTrajExistnceProb,TargetTraj_B,0x10A,26,6,Intel,0.015625,0,0,0.984375,,Tx message:,,,Radar,MPC2,,
TargetTrajYawAngleDiff,TargetTraj_B,0x10A,36,12,Intel,0.00048828125,-1,-1,0.99951171875,Radians,Tx message:,,,Radar,MPC2,,
VID_Stat_ChkSum,VID_Status,0x301,0,8,Intel,1,0,0,255,,Rx message:,,,MPC2,Radar,,
VID_Stat_MsgCnt,VID_Status,0x301,8,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Stat_BlockCnt,VID_Status,0x301,12,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Stat_ObjDataAge,VID_Status,0x301,16,10,Intel,0.0009765625,0,0,0.998046875,Unit_Secon,Rx message:,,,MPC2,Radar,,1023:data_expired
VID_Stat_Upd_Cnt,VID_Status,0x301,26,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Stat_Intruder,VID_Status,0x301,30,1,Intel,1,0,0,1,,Rx message:,,,MPC2,Radar,,1:intruders_detected|0:no_intruder_detected
VID_LDA_Counter,VID_Status,0x301,32,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Stat_MOD_Cnt,VID_Status,0x301,36,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Stat_PED_Warning,VID_Status,0x301,40,2,Intel,1,0,0,3,,Rx message:,,,MPC2,Radar,,3:error|2:not_available|1:on|0:off
VID_Stat_RFD_notAvail,VID_Status,0x301,42,2,Intel,1,0,0,3,,Rx message:,,,MPC2,Radar,,3:error|1:Intruder_not_available|0:Intruder_available
VID_Stat_PED_Config,VID_Status,0x301,44,3,Intel,1,0,0,7,,Rx message:,,,MPC2,Radar,,1:on|0:off
VID_Stat_LaneDataAge,VID_Status,0x301,47,10,Intel,0.0009765625,0,0,0.998046875,Unit_Secon,Rx message:,,,MPC2,Radar,,1023:data_expired
VID_Stat_blindness_det,VID_Status,0x301,61,1,Intel,1,0,0,1,,Rx message:,,,MPC2,Radar,,1:blindness_detected|0:no_blindness_detected
VID_Stat_Freesight_nOK,VID_Status,0x301,60,1,Intel,1,0,0,1,,Rx message:,,,MPC2,Radar,,1:freesight_not_ok|0:freesight_ok
VID_Stat_Error,VID_Status,0x301,62,1,Intel,1,0,0,1,,Rx message:,,,MPC2,Radar,,1:error|0:no_stat_error
VID_Stat_NotAvail,VID_Status,0x301,63,1,Intel,1,0,0,1,,Rx message:,,,MPC2,Radar,,1:not_available|0:available
VID_Stat_TJAICAStatus,VID_Status,0x301,57,3,Intel,1,0,0,7,,Rx message:,,,MPC2,Radar,,7:Reserved|6:Reserved|5:Reserved|4:Reserved|3:DOP control|2:TIPL control|1:video line control|0:TJA not activated
VID_Lin_01_A_ChkSum,VID_Lin_01_A,0x340,0,8,Intel,1,0,0,255,,Rx message:,,,MPC2,Radar,,
VID_Lin_01_A_MsgCnt,VID_Lin_01_A,0x340,8,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_01_A_BlockCnt,VID_Lin_01_A,0x340,12,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_01_dx_Start,VID_Lin_01_A,0x340,16,8,Intel,0.25,0,0,63.75,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_01_dx_Lookahead,VID_Lin_01_A,0x340,24,9,Intel,0.25,0,0,127.75,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_01_dy,VID_Lin_01_A,0x340,34,12,Intel,0.00390625,-8,-8,7.99609375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_01_ProbExists,VID_Lin_01_A,0x340,46,6,Intel,0.015625,0,0,0.984375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_01_DiffYawAng,VID_Lin_01_A,0x340,52,12,Intel,0.00048828125,-1,-1,0.99951171875,Unit_Radia,Rx message:,,,MPC2,Radar,,
VID_Lin_01_B_ChkSum,VID_Lin_01_B,0x341,0,8,Intel,1,0,0,255,,Rx message:,,,MPC2,Radar,,
VID_Lin_01_B_MsgCnt,VID_Lin_01_B,0x341,8,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_01_B_BlockCnt,VID_Lin_01_B,0x341,12,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_01_hor_curve_change,VID_Lin_01_B,0x341,16,12,Intel,1,-2047,-2047,2048,,Rx message:,,,MPC2,Radar,,
VID_Lin_01_hor_curve,VID_Lin_01_B,0x341,28,12,Intel,1,-2047,-2047,2048,,Rx message:,,,MPC2,Radar,,
VID_Lin_01_Line_Width,VID_Lin_01_B,0x341,40,8,Intel,0.00390625,0,0,0.99609375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_01_Line_ID,VID_Lin_01_B,0x341,48,4,Intel,1,0,1,15,,Rx message:,,,MPC2,Radar,,0:no_line
VID_Lin_01_Line_Type,VID_Lin_01_B,0x341,56,3,Intel,1,0,0,7,,Rx message:,,,MPC2,Radar,,7:undefined|6:other|5:Botts_dot|4:lawn|3:curb|2:dashed_line|1:solid_line|0:no_line
VID_Lin_01_Line_Colour,VID_Lin_01_B,0x341,59,3,Intel,1,0,0,7,,Rx message:,,,MPC2,Radar,,7:undefined|6:undefined|5:undefined|4:other|3:yellow|2:red|1:white|0:no_line
VID_Lin_02_A_ChkSum,VID_Lin_02_A,0x343,0,8,Intel,1,0,0,255,,Rx message:,,,MPC2,Radar,,
VID_Lin_02_A_MsgCnt,VID_Lin_02_A,0x343,8,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_02_A_BlockCnt,VID_Lin_02_A,0x343,12,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_02_dx_Start,VID_Lin_02_A,0x343,16,8,Intel,0.25,0,0,63.75,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_02_dx_Lookahead,VID_Lin_02_A,0x343,24,9,Intel,0.25,0,0,127.75,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_02_dy,VID_Lin_02_A,0x343,34,12,Intel,0.00390625,-8,-8,7.99609375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_02_ProbExists,VID_Lin_02_A,0x343,46,6,Intel,0.015625,0,0,0.984375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_02_DiffYawAng,VID_Lin_02_A,0x343,52,12,Intel,0.00048828125,-1,-1,0.99951171875,Unit_Radia,Rx message:,,,MPC2,Radar,,
VID_Lin_02_B_ChkSum,VID_Lin_02_B,0x344,0,8,Intel,1,0,0,255,,Rx message:,,,MPC2,Radar,,
VID_Lin_02_B_MsgCnt,VID_Lin_02_B,0x344,8,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_02_B_BlockCnt,VID_Lin_02_B,0x344,12,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_02_hor_curve_change,VID_Lin_02_B,0x344,16,12,Intel,1,-2047,-2047,2048,,Rx message:,,,MPC2,Radar,,
VID_Lin_02_hor_curve,VID_Lin_02_B,0x344,28,12,Intel,1,-2047,-2047,2048,,Rx message:,,,MPC2,Radar,,
VID_Lin_02_Line_Width,VID_Lin_02_B,0x344,40,8,Intel,0.00390625,0,0,0.99609375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_02_Line_ID,VID_Lin_02_B,0x344,48,4,Intel,1,0,1,15,,Rx message:,,,MPC2,Radar,,0:no_line
VID_Lin_02_Line_Type,VID_Lin_02_B,0x344,56,3,Intel,1,0,0,7,,Rx message:,,,MPC2,Radar,,7:undefined|6:other|5:Botts_dot|4:lawn|3:curb|2:dashed_line|1:solid_line|0:no_line
VID_Lin_02_Line_Colour,VID_Lin_02_B,0x344,59,3,Intel,1,0,0,7,,Rx message:,,,MPC2,Radar,,7:undefined|6:undefined|5:undefined|4:other|3:yellow|2:red|1:white|0:no_line
VID_Lin_03_A_ChkSum,VID_Lin_03_A,0x346,0,8,Intel,1,0,0,255,,Rx message:,,,MPC2,Radar,,
VID_Lin_03_A_MsgCnt,VID_Lin_03_A,0x346,8,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_03_A_BlockCnt,VID_Lin_03_A,0x346,12,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_03_dx_Start,VID_Lin_03_A,0x346,16,8,Intel,0.25,0,0,63.75,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_03_dx_Lookahead,VID_Lin_03_A,0x346,24,9,Intel,0.25,0,0,127.75,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_03_dy,VID_Lin_03_A,0x346,34,12,Intel,0.00390625,-8,-8,7.99609375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_03_ProbExists,VID_Lin_03_A,0x346,46,6,Intel,0.015625,0,0,0.984375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_03_DiffYawAng,VID_Lin_03_A,0x346,52,12,Intel,0.00048828125,-1,-1,0.99951171875,Unit_Radia,Rx message:,,,MPC2,Radar,,
VID_Lin_03_B_ChkSum,VID_Lin_03_B,0x347,0,8,Intel,1,0,0,255,,Rx message:,,,MPC2,Radar,,
VID_Lin_03_B_MsgCnt,VID_Lin_03_B,0x347,8,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_03_B_BlockCnt,VID_Lin_03_B,0x347,12,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_03_hor_curve_change,VID_Lin_03_B,0x347,16,12,Intel,1,-2047,-2047,2048,,Rx message:,,,MPC2,Radar,,
VID_Lin_03_hor_curve,VID_Lin_03_B,0x347,28,12,Intel,1,-2047,-2047,2048,,Rx message:,,,MPC2,Radar,,
VID_Lin_03_Line_Width,VID_Lin_03_B,0x347,40,8,Intel,0.00390625,0,0,0.99609375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_03_Line_ID,VID_Lin_03_B,0x347,48,4,Intel,1,0,1,15,,Rx message:,,,MPC2,Radar,,0:no_line
VID_Lin_03_Line_Type,VID_Lin_03_B,0x347,56,3,Intel,1,0,0,7,,Rx message:,,,MPC2,Radar,,7:undefined|6:other|5:Botts_dot|4:lawn|3:curb|2:dashed_line|1:solid_line|0:no_line
VID_Lin_03_Line_Colour,VID_Lin_03_B,0x347,59,3,Intel,1,0,0,7,,Rx message:,,,MPC2,Radar,,7:undefined|6:undefined|5:undefined|4:other|3:yellow|2:red|1:white|0:no_line
VID_Lin_04_A_ChkSum,VID_Lin_04_A,0x349,0,8,Intel,1,0,0,255,,Rx message:,,,MPC2,Radar,,
VID_Lin_04_A_MsgCnt,VID_Lin_04_A,0x349,8,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_04_A_BlockCnt,VID_Lin_04_A,0x349,12,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_04_dx_Start,VID_Lin_04_A,0x349,16,8,Intel,0.25,0,0,63.75,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_04_dx_Lookahead,VID_Lin_04_A,0x349,24,9,Intel,0.25,0,0,127.75,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_04_dy,VID_Lin_04_A,0x349,34,12,Intel,0.00390625,-8,-8,7.99609375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_04_ProbExists,VID_Lin_04_A,0x349,46,6,Intel,0.015625,0,0,0.984375,Unit_Meter,Rx message:,,,MPC2,Radar,,
VID_Lin_04_DiffYawAng,VID_Lin_04_A,0x349,52,12,Intel,0.00048828125,-1,-1,0.99951171875,Unit_Radia,Rx message:,,,MPC2,Radar,,
VID_Lin_04_B_ChkSum,VID_Lin_04_B,0x34A,0,8,Intel,1,0,0,255,,Rx message:,,,MPC2,Radar,,
VID_Lin_04_B_MsgCnt,VID_Lin_04_B,0x34A,8,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_04_B_BlockCnt,VID_Lin_04_B,0x34A,12,4,Intel,1,0,0,15,,Rx message:,,,MPC2,Radar,,
VID_Lin_04_hor_curve_change,VID_Lin_04_B,0x34A,16,12,Intel,1,-2047,-2047,2048,,Rx message:,,,MPC2,Radar,,
